BECvar_site,BECvar_seed,HTp_pred
futAP11,AP11,0.932077085
futAP11,BSA11,0.648587099
futAP11,BSA12,0.69296817
futAP11,CM11,0.914111094
futAP11,CM12,0.963603513
futAP11,CM13,0.929397883
futAP11,CM21,0.94255302
futAP11,CM22,0.927064301
futAP11,CM23,0.921541581
futAP11,CM24,0.892070499
futAP11,CM31,0.868882448
futAP11,CM32,0.786814347
futAP11,CM33,0.791204439
futAP11,CM34,0.679141514
futAP11,CM35,0.594111199
futAP11,CP11,0.802557732
futAP11,CP12,0.747846674
futAP11,DM11,0.970372172
futAP11,DM12,0.892946436
futAP11,DM13,0.834561046
futAP11,DM21,0.866687908
futAP11,DM22,0.759477083
futAP11,DM23,0.560761986
futAP11,DMG11,0.627408378
futAP11,FF11,0.540738236
futAP11,FP11,0.478699709
futAP11,FP12,0.333697808
futAP11,KU11,0.814966876
futAP11,LBH11,0.879494662
futAP11,LBH12,0.785338064
futAP11,LBH13,0.832994088
futAP11,LBH14,0.870236942
futAP11,LBH15,0.825971773
futAP11,LBH16,0.831488002
futAP11,LBH21,0.751447773
futAP11,LF11,0.726017087
futAP11,LF12,0.695649555
futAP11,LF13,0.539815993
futAP11,LF14,0.512975138
futAP11,LF15,0.545830478
futAP11,LF21,0.475418573
futAP11,LF22,0.474285433
futAP11,LF23,0.423448136
futAP11,M11,0.505450216
futAP11,M21,0.38922491
futAP11,M22,0.53372019
futAP11,M32,0.451905523
futAP11,M41,0.394130365
futAP11,M42,0.26468409
futAP11,M43,0.42580846
futAP11,M44,0.399782466
futAP11,M45,0.393762671
futAP11,M51,0.341893881
futAP11,M53,0.337753815
futAP11,M54,0.339604615
futAP11,M55,0.353706923
futAP11,M56,0.309679326
futAP11,MG11,0.593953056
futAP11,MG12,0.48343086
futAP11,MG13,0.549972594
futAP11,NF11,0.759155505
futAP11,NM11,0.826570985
futAP11,NM21,0.787209509
futAP11,PAD11,0.917743946
futAP11,PRP11,0.841480618
futAP11,SA11,0.260973986
futAP11,SA12,0.246317334
futAP11,SA21,0.147920995
futAP11,SA22,0.14329704
futAP11,SA31,0.223184684
futAP11,SA32,0.263087898
futAP11,SA33,0.227702912
futAP11,SA41,0.138893638
futAP11,SA42,0.174880995
futAP11,SA43,0.146079687
futAP11,UBH11,0.76234993
futAP11,UBH12,0.809038822
futAP11,UBH13,0.683915237
futAP11,UF11,0.376233366
futAP11,UF12,0.406123022
futAP11,UF13,0.367748268
futAP11,UF14,0.37175763
futAP11,UF15,0.383684136
futAP11,UF24,0.317961186
futAP11,UF25,0.300974352
futBSA11,AP11,0.900656734
futBSA11,BSA11,0.933514446
futBSA11,BSA12,0.918061761
futBSA11,CM11,0.859599305
futBSA11,CM12,0.902331451
futBSA11,CM13,0.919029553
futBSA11,CM21,0.934568652
futBSA11,CM22,0.941632042
futBSA11,CM23,0.943213575
futBSA11,CM24,0.914623469
futBSA11,CM31,0.883097717
futBSA11,CM32,0.799103052
futBSA11,CM33,0.831252277
futBSA11,CM34,0.714534939
futBSA11,CM35,0.617055709
futBSA11,CP11,0.741102523
futBSA11,CP12,0.693301165
futBSA11,DM11,0.880456609
futBSA11,DM12,0.8819618
futBSA11,DM13,0.814120339
futBSA11,DM21,0.800536279
futBSA11,DM22,0.736313214
futBSA11,DM23,0.603122241
